character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,emotion
Joey,S01,fear,push,0.5895063447465639,walk,0.16843038421330397,stuff,0.16843038421330397,away,0.16843038421330397,harder,0.16843038421330397,hard,0.16843038421330397,water,0.16843038421330397,breaking,0.16843038421330397,walking,0.16843038421330397,women,0.16843038421330397
Ross,S01,fear,mee,0.34752402342845823,dad,0.34752402342845823,kristin,0.2085144140570749,question,0.1390096093713833,bathroom,0.1390096093713833,born,0.1390096093713833,humping,0.1390096093713833,lesbian,0.1390096093713833,gone,0.1390096093713833,scooch,0.1390096093713833
Rachel,S01,fear,cat,0.2519763153394847,click,0.2519763153394847,luisa,0.2519763153394847,advance,0.12598815766974236,avenue,0.12598815766974236,bald,0.12598815766974236,blackout,0.12598815766974236,case,0.12598815766974236,card,0.12598815766974236,carney,0.12598815766974236
Phoebe,S01,fear,paolo,0.20203050891044205,minsk,0.20203050891044205,vent,0.20203050891044205,things,0.20203050891044205,freud,0.20203050891044205,dark,0.20203050891044205,bodies,0.20203050891044205,shower,0.10101525445522103,physicist,0.10101525445522103,ottoman,0.10101525445522103
Monica,S01,fear,say,0.2119995760012719,wrong,0.2119995760012719,lot,0.2119995760012719,grandchildren,0.2119995760012719,clothes,0.2119995760012719,checked,0.2119995760012719,buys,0.2119995760012719,wow,0.10599978800063595,said,0.10599978800063595,purse,0.10599978800063595
Chandler,S07,fear,anxiety,0.24913643956122009,box,0.24913643956122009,panic,0.24913643956122009,brooklyn,0.16609095970748006,candy,0.16609095970748006,man,0.16609095970748006,new,0.16609095970748006,joe,0.16609095970748006,opened,0.16609095970748006,secret,0.16609095970748006
Joey,S07,fear,vicar,0.28347335475692037,rosita,0.1889822365046136,jessica,0.1889822365046136,zelda,0.1889822365046136,chimney,0.1889822365046136,worried,0.0944911182523068,world,0.0944911182523068,worked,0.0944911182523068,tribbiani,0.0944911182523068,taking,0.0944911182523068
Ross,S07,fear,hungry,0.21081851067789187,gonorrhea,0.21081851067789187,boy,0.21081851067789187,bathroom,0.21081851067789187,noise,0.10540925533894593,mid,0.10540925533894593,mon,0.10540925533894593,tried,0.10540925533894593,shower,0.10540925533894593,treat,0.10540925533894593
Rachel,S07,fear,fish,0.18181818181818185,check,0.18181818181818185,vest,0.18181818181818185,tag,0.18181818181818185,salt,0.18181818181818185,honey,0.18181818181818185,wondering,0.09090909090909093,avenue,0.09090909090909093,afternoon,0.09090909090909093,adorable,0.09090909090909093
Phoebe,S07,fear,smell,0.36667939881128453,birth,0.2750095491084634,kids,0.18333969940564226,swelling,0.18333969940564226,seat,0.18333969940564226,dress,0.18333969940564226,certificate,0.18333969940564226,attic,0.18333969940564226,supposed,0.09166984970282113,supply,0.09166984970282113
Monica,S07,fear,slept,0.2955987834492879,grand,0.2955987834492879,inches,0.19706585563285858,fine,0.19706585563285858,canyon,0.19706585563285858,worst,0.09853292781642929,note,0.09853292781642929,sit,0.09853292781642929,nooo,0.09853292781642929,possibly,0.09853292781642929
Chandler,S08,fear,london,0.30460384954008557,duties,0.30460384954008557,relax,0.20306923302672372,looking,0.20306923302672372,hall,0.20306923302672372,dilating,0.20306923302672372,inside,0.20306923302672372,away,0.10153461651336186,bachelor,0.10153461651336186,bathroom,0.10153461651336186
Joey,S08,fear,brownie,0.19900743804199775,bigger,0.19900743804199775,called,0.19900743804199775,cujo,0.19900743804199775,cut,0.19900743804199775,watchin,0.09950371902099887,believed,0.09950371902099887,windshield,0.09950371902099887,weak,0.09950371902099887,treeger,0.09950371902099887
Ross,S08,fear,cards,0.2261335084333229,send,0.2261335084333229,rach,0.2261335084333229,everybody,0.15075567228888193,dates,0.15075567228888193,care,0.15075567228888193,tonight,0.15075567228888193,mona,0.15075567228888193,months,0.15075567228888193,middle,0.15075567228888193
Rachel,S08,fear,watch,0.32929277996907086,panicked,0.21952851997938058,home,0.21952851997938058,stomach,0.10976425998969029,sequoia,0.10976425998969029,touches,0.10976425998969029,toss,0.10976425998969029,starts,0.10976425998969029,tiny,0.10976425998969029,lab,0.10976425998969029
Phoebe,S08,fear,bus,0.23904572186687867,comes,0.23904572186687867,doctor,0.23904572186687867,month,0.23904572186687867,fourth,0.23904572186687867,alert,0.11952286093343933,trash,0.11952286093343933,buffay,0.11952286093343933,burrrrr,0.11952286093343933,broke,0.11952286093343933
Monica,S08,fear,happen,0.4160251471689217,raise,0.13867504905630723,pain,0.13867504905630723,subway,0.13867504905630723,thinks,0.13867504905630723,subject,0.13867504905630723,knows,0.13867504905630723,tried,0.13867504905630723,pay,0.13867504905630723,news,0.13867504905630723
Chandler,S06,fear,money,0.2999999999999999,audition,0.19999999999999993,supposed,0.19999999999999993,reggie,0.19999999999999993,gave,0.19999999999999993,friend,0.19999999999999993,fix,0.19999999999999993,buffay,0.19999999999999993,movie,0.09999999999999996,milkshakes,0.09999999999999996
Joey,S06,fear,sure,0.24253562503633289,scene,0.24253562503633289,wayne,0.24253562503633289,mad,0.12126781251816644,percent,0.12126781251816644,plus,0.12126781251816644,situation,0.12126781251816644,beard,0.12126781251816644,tuesday,0.12126781251816644,nice,0.12126781251816644
Ross,S06,fear,danger,0.24413653763134813,questions,0.24413653763134813,accent,0.24413653763134813,fine,0.16275769175423208,alright,0.16275769175423208,married,0.16275769175423208,ohh,0.16275769175423208,phasing,0.16275769175423208,impression,0.16275769175423208,later,0.16275769175423208
Rachel,S06,fear,pheebs,0.47457899787624963,jill,0.2847473987257498,knew,0.18983159915049985,saw,0.18983159915049985,stay,0.18983159915049985,hall,0.18983159915049985,beef,0.09491579957524993,tennille,0.09491579957524993,outside,0.09491579957524993,leading,0.09491579957524993
Phoebe,S06,fear,running,0.41039134083406154,bed,0.20519567041703077,frank,0.20519567041703077,psychic,0.20519567041703077,miss,0.20519567041703077,convince,0.20519567041703077,alice,0.20519567041703077,choice,0.10259783520851538,commitment,0.10259783520851538,complaining,0.10259783520851538
Monica,S06,fear,packed,0.24618298195866536,moves,0.24618298195866536,terrible,0.24618298195866536,uhh,0.12309149097933268,bedtime,0.12309149097933268,parents,0.12309149097933268,nevski,0.12309149097933268,tape,0.12309149097933268,richard,0.12309149097933268,professor,0.12309149097933268
Chandler,S10,fear,big,0.19706585563285856,heard,0.19706585563285856,melrose,0.19706585563285856,baseball,0.09853292781642928,assume,0.09853292781642928,apartments,0.09853292781642928,bosses,0.09853292781642928,bright,0.09853292781642928,bye,0.09853292781642928,came,0.09853292781642928
Joey,S10,fear,pass,0.3692744729379981,stop,0.24618298195866542,drop,0.24618298195866542,whoo,0.24618298195866542,sleeping,0.12309149097933271,playing,0.12309149097933271,watched,0.12309149097933271,tiny,0.12309149097933271,types,0.12309149097933271,outfit,0.12309149097933271
Ross,S10,fear,goodbye,0.45083481733371644,coats,0.18033392693348657,away,0.18033392693348657,kiss,0.18033392693348657,wha,0.18033392693348657,wake,0.09016696346674329,areas,0.09016696346674329,used,0.09016696346674329,upset,0.09016696346674329,buried,0.09016696346674329
Rachel,S10,fear,alright,0.28734788556634544,spider,0.28734788556634544,fine,0.28734788556634544,wasn,0.19156525704423027,napping,0.19156525704423027,hold,0.19156525704423027,play,0.19156525704423027,apart,0.09578262852211514,attack,0.09578262852211514,vision,0.09578262852211514
Phoebe,S10,fear,hannigan,0.3638034375544993,creepy,0.24253562503633283,buffay,0.24253562503633283,marry,0.12126781251816642,video,0.12126781251816642,vein,0.12126781251816642,banana,0.12126781251816642,possibly,0.12126781251816642,babies,0.12126781251816642,phonebook,0.12126781251816642
Monica,S10,fear,great,0.2062842492517586,newark,0.2062842492517586,amanda,0.2062842492517586,recognize,0.2062842492517586,level,0.2062842492517586,2300,0.1031421246258793,works,0.1031421246258793,ways,0.1031421246258793,blanket,0.1031421246258793,beers,0.1031421246258793
Chandler,S03,fear,hold,0.2156655464068767,janice,0.2156655464068767,foot,0.2156655464068767,chelsea,0.2156655464068767,puddle,0.2156655464068767,peep,0.2156655464068767,awkward,0.10783277320343836,bachelor,0.10783277320343836,want,0.10783277320343836,apologize,0.10783277320343836
Joey,S03,fear,understand,0.2696799449852968,hang,0.2696799449852968,breathing,0.2696799449852968,tinted,0.1348399724926484,obviously,0.1348399724926484,met,0.1348399724926484,suspected,0.1348399724926484,vest,0.1348399724926484,speech,0.1348399724926484,vase,0.1348399724926484
Ross,S03,fear,rachel,0.2041241452319314,trail,0.2041241452319314,stopped,0.2041241452319314,ben,0.2041241452319314,szechwan,0.1020620726159657,meter,0.1020620726159657,remove,0.1020620726159657,reluctant,0.1020620726159657,worst,0.1020620726159657,relationship,0.1020620726159657
Rachel,S03,fear,oww,0.25607375986579184,small,0.25607375986579184,million,0.12803687993289592,texas,0.12803687993289592,scare,0.12803687993289592,noise,0.12803687993289592,snoring,0.12803687993289592,paleontologist,0.12803687993289592,saturday,0.12803687993289592,bugged,0.12803687993289592
Phoebe,S03,fear,jason,0.27617238536949706,chandler,0.1841149235796647,coming,0.1841149235796647,shhh,0.1841149235796647,sec,0.1841149235796647,second,0.1841149235796647,sensitive,0.1841149235796647,vince,0.1841149235796647,ick,0.1841149235796647,yes,0.1841149235796647
Monica,S03,fear,wedgies,0.2563072973150283,dad,0.2563072973150283,away,0.17087153154335222,things,0.17087153154335222,throw,0.17087153154335222,girls,0.17087153154335222,machine,0.17087153154335222,period,0.17087153154335222,kind,0.17087153154335222,left,0.17087153154335222
Chandler,S04,fear,confused,0.2500000000000003,true,0.2500000000000003,air,0.16666666666666685,ahh,0.16666666666666685,fears,0.16666666666666685,flail,0.16666666666666685,kathy,0.16666666666666685,legs,0.16666666666666685,peeves,0.16666666666666685,independent,0.16666666666666685
Joey,S04,fear,help,0.3535533905932737,hit,0.23570226039551578,kind,0.23570226039551578,friend,0.23570226039551578,dah,0.23570226039551578,shy,0.11785113019775789,pee,0.11785113019775789,stay,0.11785113019775789,beer,0.11785113019775789,scare,0.11785113019775789
Ross,S04,fear,correct,0.3142696805273549,age,0.15713484026367744,chinandolor,0.15713484026367744,according,0.15713484026367744,bejeezus,0.15713484026367744,comes,0.15713484026367744,touched,0.15713484026367744,breast,0.15713484026367744,pheebs,0.15713484026367744,phenomenon,0.15713484026367744
Rachel,S04,fear,phone,0.5121475197315838,ohhh,0.2560737598657919,moving,0.2560737598657919,word,0.12803687993289595,seed,0.12803687993289595,pages,0.12803687993289595,owned,0.12803687993289595,turkey,0.12803687993289595,string,0.12803687993289595,smoothest,0.12803687993289595
Phoebe,S04,fear,stairs,0.18731716231633885,shoo,0.18731716231633885,monican,0.18731716231633885,orange,0.18731716231633885,hospital,0.18731716231633885,giving,0.18731716231633885,fish,0.18731716231633885,embryossss,0.18731716231633885,eat,0.18731716231633885,case,0.18731716231633885
Monica,S04,fear,unless,0.2169304578186561,rachel,0.2169304578186561,roll,0.2169304578186561,realize,0.2169304578186561,switch,0.2169304578186561,snoring,0.2169304578186561,noise,0.2169304578186561,use,0.2169304578186561,means,0.10846522890932805,nope,0.10846522890932805
Chandler,S05,fear,picture,0.30151134457776346,fast,0.30151134457776346,hour,0.20100756305184234,shot,0.20100756305184234,way,0.20100756305184234,bunny,0.20100756305184234,talked,0.10050378152592117,swoggle,0.10050378152592117,officer,0.10050378152592117,swedish,0.10050378152592117
Joey,S05,fear,soup,0.3487429162314577,knew,0.23249527748763849,drugs,0.23249527748763849,ahh,0.23249527748763849,tape,0.11624763874381924,purse,0.11624763874381924,typical,0.11624763874381924,ready,0.11624763874381924,listen,0.11624763874381924,noooo,0.11624763874381924
Ross,S05,fear,left,0.28221626051507925,later,0.28221626051507925,broken,0.18814417367671948,wanted,0.18814417367671948,sandwich,0.18814417367671948,mental,0.18814417367671948,note,0.18814417367671948,remains,0.18814417367671948,suggestion,0.18814417367671948,amphibian,0.09407208683835974
Rachel,S05,fear,couch,0.2526455763199558,read,0.1684303842133039,great,0.1684303842133039,subway,0.1684303842133039,sister,0.1684303842133039,asleep,0.1684303842133039,times,0.1684303842133039,miss,0.1684303842133039,check,0.1684303842133039,tend,0.08421519210665195
Phoebe,S05,fear,ooh,0.291729982995789,ashtray,0.1458649914978945,unattended,0.1458649914978945,badge,0.1458649914978945,walk,0.1458649914978945,big,0.1458649914978945,bound,0.1458649914978945,buffay,0.1458649914978945,buttons,0.1458649914978945,change,0.1458649914978945
Monica,S05,fear,outside,0.24618298195866536,baby,0.12309149097933268,athens,0.12309149097933268,video,0.12309149097933268,wasn,0.12309149097933268,break,0.12309149097933268,unstable,0.12309149097933268,camera,0.12309149097933268,canada,0.12309149097933268,car,0.12309149097933268
Chandler,S02,fear,york,0.2672612419124244,worse,0.2672612419124244,true,0.2672612419124244,things,0.2672612419124244,city,0.2672612419124244,joey,0.2672612419124244,moon,0.2672612419124244,monica,0.2672612419124244,caught,0.2672612419124244,crazy,0.2672612419124244
Joey,S02,fear,test,0.3015113445777636,suit,0.3015113445777636,frankie,0.3015113445777636,forever,0.3015113445777636,don,0.3015113445777636,family,0.3015113445777636,doctor,0.3015113445777636,1990,0.3015113445777636,hernia,0.3015113445777636,does,0.3015113445777636
Ross,S02,fear,doing,0.47140452079103173,used,0.23570226039551587,lunch,0.23570226039551587,hair,0.23570226039551587,having,0.23570226039551587,gonna,0.23570226039551587,fine,0.23570226039551587,freak,0.23570226039551587,better,0.23570226039551587,guys,0.23570226039551587
Rachel,S02,fear,airport,0.3202563076101742,rock,0.3202563076101742,excuse,0.3202563076101742,cramp,0.3202563076101742,took,0.1601281538050871,totally,0.1601281538050871,sort,0.1601281538050871,thought,0.1601281538050871,leave,0.1601281538050871,hit,0.1601281538050871
Phoebe,S02,fear,thinking,0.3333333333333333,vet,0.3333333333333333,tasted,0.3333333333333333,long,0.3333333333333333,changed,0.3333333333333333,freaked,0.3333333333333333,grandmother,0.3333333333333333,sex,0.3333333333333333,milk,0.3333333333333333,york,0.0
Monica,S02,fear,stolen,0.408248290463863,rachel,0.408248290463863,card,0.408248290463863,musta,0.408248290463863,probably,0.408248290463863,credit,0.408248290463863,worse,0.0,way,0.0,used,0.0,uncomfortable,0.0
Chandler,ALL,anger,joe,0.5137494315714509,janice,0.3480238084838862,somebody,0.24858843463134728,kathy,0.24858843463134728,bing,0.2154433100138343,nice,0.19887074770507782,flowers,0.18229818539632134,dum,0.18229818539632134,person,0.16572562308756483,world,0.16572562308756483
Joey,ALL,anger,uhh,0.34744114641698226,damnit,0.27023200276876397,bet,0.2509297168567094,audition,0.2509297168567094,actor,0.23162743094465485,bag,0.21232514503260028,london,0.21232514503260028,duck,0.21232514503260028,boat,0.1930228591205457,quack,0.1930228591205457
Ross,ALL,anger,emily,0.3866228827441927,carol,0.31938412052781134,marcel,0.2857647394196207,susan,0.2353356677573347,kid,0.21852597720323935,geller,0.201716286649144,goes,0.201716286649144,mind,0.1849065960950487,son,0.1849065960950487,seconds,0.1849065960950487
Rachel,ALL,anger,ralph,0.29384283611277945,daddy,0.2728540621047238,quit,0.25186528809666814,kitty,0.23087651408861243,knows,0.23087651408861243,shoe,0.23087651408861243,mindy,0.20988774008055677,hang,0.20988774008055677,lauren,0.20988774008055677,ridiculous,0.20988774008055677
Phoebe,ALL,anger,bitch,0.3993485337695906,frank,0.31377384796182123,yay,0.31377384796182123,smell,0.28524895269256473,cab,0.2567240574233083,mother,0.2567240574233083,ree,0.2567240574233083,fine,0.22819916215405178,massage,0.22819916215405178,store,0.22819916215405178
Monica,ALL,anger,bathroom,0.3256694736394648,pete,0.27914526311954124,dress,0.27914526311954124,dance,0.27914526311954124,restaurant,0.2558831578595795,shower,0.2558831578595795,parents,0.23262105259961768,box,0.23262105259961768,smoke,0.23262105259961768,hour,0.20935894733965593
Chandler,S09,anger,sucks,0.20851441405707444,started,0.15638581054280584,needs,0.15638581054280584,ken,0.15638581054280584,families,0.15638581054280584,moustache,0.10425720702853722,meddler,0.10425720702853722,press,0.10425720702853722,unpaid,0.10425720702853722,sooner,0.10425720702853722
Joey,S09,anger,puppy,0.24759378423606923,tray,0.18569533817705192,table,0.18569533817705192,eye,0.12379689211803462,bird,0.12379689211803462,easy,0.12379689211803462,haze,0.12379689211803462,acting,0.12379689211803462,princess,0.12379689211803462,pause,0.12379689211803462
Ross,S09,anger,nobel,0.25189636092993895,relationship,0.20151708874395113,prize,0.20151708874395113,accidentally,0.15113781655796335,nah,0.15113781655796335,crab,0.15113781655796335,dated,0.10075854437197557,dates,0.10075854437197557,earlier,0.10075854437197557,faster,0.10075854437197557
Rachel,S09,anger,wiener,0.36997584958692437,jealous,0.2466505663912829,morgan,0.18498792479346218,plans,0.12332528319564146,pompous,0.12332528319564146,medieval,0.12332528319564146,times,0.12332528319564146,tag,0.12332528319564146,hour,0.12332528319564146,fellas,0.12332528319564146
Phoebe,S09,anger,garlic,0.22755204959542946,lowell,0.1706640371965721,sisters,0.11377602479771473,pretentious,0.11377602479771473,wins,0.11377602479771473,mary,0.11377602479771473,uhu,0.11377602479771473,smelled,0.11377602479771473,minsk,0.11377602479771473,judy,0.11377602479771473
Monica,S09,anger,faked,0.1767766952966368,sing,0.1767766952966368,meddle,0.1767766952966368,ovulating,0.1767766952966368,plates,0.1767766952966368,clean,0.11785113019775786,gettleman,0.11785113019775786,drawer,0.11785113019775786,humidity,0.11785113019775786,umhmm,0.11785113019775786
Chandler,S01,anger,perfection,0.1933472978091323,women,0.1933472978091323,saw,0.1933472978091323,brian,0.1933472978091323,smoking,0.14501047335684922,snapped,0.14501047335684922,pillow,0.09667364890456615,league,0.09667364890456615,numbers,0.09667364890456615,offers,0.09667364890456615
Joey,S01,anger,order,0.27801921874276664,ninety,0.20851441405707496,aramis,0.20851441405707496,answer,0.20851441405707496,sidney,0.13900960937138332,sleeping,0.13900960937138332,urse,0.13900960937138332,peeper,0.13900960937138332,hockey,0.13900960937138332,country,0.13900960937138332
Ross,S01,anger,susan,0.3789683644799328,blah,0.2947531723732811,spoon,0.1263227881599776,rossie,0.1263227881599776,started,0.1263227881599776,willick,0.1263227881599776,remote,0.1263227881599776,jordie,0.1263227881599776,row,0.08421519210665174,puck,0.08421519210665174
Rachel,S01,anger,kitty,0.6073733934116552,hat,0.1656472891122696,shoop,0.1656472891122696,mah,0.1656472891122696,cart,0.11043152607484641,bll,0.11043152607484641,drrbing,0.11043152607484641,rossy,0.11043152607484641,fun,0.11043152607484641,lights,0.11043152607484641
Phoebe,S01,anger,ree,0.5487396847647228,negative,0.304855380424846,minsk,0.1829132282549076,bird,0.1829132282549076,lived,0.1219421521699384,thermos,0.1219421521699384,universe,0.1219421521699384,hoo,0.1219421521699384,cursed,0.1219421521699384,crooked,0.1219421521699384
Monica,S01,anger,win,0.28915746598312,telescope,0.11566298639324799,quietly,0.11566298639324799,waitwait,0.11566298639324799,selfish,0.11566298639324799,stephanopoulos,0.11566298639324799,plan,0.11566298639324799,insurance,0.11566298639324799,heckles,0.11566298639324799,heat,0.11566298639324799
Chandler,S07,anger,words,0.26148818018424547,quick,0.19611613513818413,spitter,0.13074409009212273,save,0.13074409009212273,small,0.13074409009212273,ude,0.13074409009212273,use,0.13074409009212273,jelly,0.13074409009212273,instead,0.13074409009212273,hint,0.13074409009212273
Joey,S07,anger,whack,0.21052631578947348,playstation,0.15789473684210512,remoray,0.15789473684210512,feel,0.15789473684210512,comin,0.15789473684210512,body,0.15789473684210512,audition,0.15789473684210512,stryker,0.10526315789473674,monkey,0.10526315789473674,nothin,0.10526315789473674
Ross,S07,anger,class,0.18291322825490766,students,0.18291322825490766,sister,0.18291322825490766,divorced,0.12194215216993845,delaware,0.12194215216993845,strangers,0.12194215216993845,tacos,0.12194215216993845,school,0.12194215216993845,slide,0.12194215216993845,maccabees,0.12194215216993845
Rachel,S07,anger,desk,0.3155972015489016,melissa,0.2524777612391213,duck,0.18935832092934096,contracts,0.12623888061956065,teach,0.12623888061956065,ralph,0.12623888061956065,son,0.12623888061956065,pushing,0.12623888061956065,ser,0.12623888061956065,steal,0.12623888061956065
Phoebe,S07,anger,reset,0.32009219983223997,button,0.32009219983223997,thank,0.19205531989934396,toner,0.19205531989934396,shh,0.12803687993289598,regular,0.12803687993289598,whitney,0.12803687993289598,shocked,0.12803687993289598,movies,0.12803687993289598,rude,0.12803687993289598
Monica,S07,anger,song,0.17556172079419574,laughing,0.17556172079419574,oooh,0.17556172079419574,sixth,0.17556172079419574,weeks,0.11704114719613049,boxes,0.11704114719613049,eye,0.11704114719613049,drowning,0.11704114719613049,kings,0.11704114719613049,swedish,0.11704114719613049
Chandler,S08,anger,bob,0.29934217004462466,cameras,0.23947373603569974,donut,0.1796053020267748,baths,0.11973686801784987,anderson,0.11973686801784987,asleep,0.11973686801784987,win,0.11973686801784987,troubles,0.11973686801784987,london,0.11973686801784987,smelly,0.11973686801784987
Joey,S08,anger,kash,0.27441064997422554,memories,0.21952851997938042,thanksgiving,0.16464638998453532,millions,0.16464638998453532,sister,0.16464638998453532,copier,0.10976425998969021,cliff,0.10976425998969021,couldn,0.10976425998969021,fridge,0.10976425998969021,film,0.10976425998969021
Ross,S08,anger,labor,0.18325416653445778,ezel,0.18325416653445778,professor,0.18325416653445778,unless,0.1221694443563052,wha,0.1221694443563052,climb,0.1221694443563052,fact,0.1221694443563052,teach,0.1221694443563052,kept,0.1221694443563052,katie,0.1221694443563052
Rachel,S08,anger,rub,0.18605210188381266,sweater,0.12403473458920844,mild,0.12403473458920844,send,0.12403473458920844,sue,0.12403473458920844,involved,0.12403473458920844,idiot,0.12403473458920844,drugs,0.12403473458920844,discomfort,0.12403473458920844,diaper,0.12403473458920844
Phoebe,S08,anger,parker,0.28074496253743897,favorite,0.21055872190307925,bay,0.14037248126871948,luck,0.14037248126871948,guitar,0.14037248126871948,foot,0.14037248126871948,busy,0.14037248126871948,ursula,0.14037248126871948,ate,0.14037248126871948,winter,0.14037248126871948
Monica,S08,anger,mrs,0.26148818018424547,pink,0.19611613513818413,bride,0.13074409009212273,bouillabaisse,0.13074409009212273,bucks,0.13074409009212273,bubbles,0.13074409009212273,cleaned,0.13074409009212273,honeymoon,0.13074409009212273,lap,0.13074409009212273,joke,0.13074409009212273
Chandler,S06,anger,flowers,0.3258752679561408,bing,0.271562723296784,steve,0.1629376339780704,seven,0.1629376339780704,mixed,0.1629376339780704,hernia,0.1629376339780704,lying,0.1086250893187136,proposed,0.1086250893187136,janice,0.1086250893187136,paid,0.1086250893187136
Joey,S06,anger,fridge,0.32978982595758743,phlegm,0.2748248549646562,pulp,0.21985988397172496,doin,0.21985988397172496,pocket,0.16489491297879372,butt,0.10992994198586248,wayne,0.10992994198586248,russians,0.10992994198586248,seeing,0.10992994198586248,serve,0.10992994198586248
Ross,S06,anger,typing,0.3413280743931442,spring,0.1706640371965721,ran,0.1706640371965721,life,0.1706640371965721,frowned,0.1706640371965721,divorces,0.1706640371965721,smelled,0.11377602479771473,means,0.11377602479771473,sheet,0.11377602479771473,von,0.11377602479771473
Rachel,S06,anger,drapes,0.2529822128134704,middle,0.18973665961010278,ridiculous,0.18973665961010278,kappa,0.18973665961010278,kenny,0.18973665961010278,brother,0.1264911064067352,staying,0.1264911064067352,skin,0.1264911064067352,calling,0.1264911064067352,childhood,0.1264911064067352
Phoebe,S06,anger,deep,0.18605210188381263,lamp,0.18605210188381263,worry,0.12403473458920843,candle,0.12403473458920843,bitter,0.12403473458920843,chester,0.12403473458920843,client,0.12403473458920843,road,0.12403473458920843,save,0.12403473458920843,angelica,0.12403473458920843
Monica,S06,anger,bathroom,0.28284271247461945,barca,0.21213203435596462,lounger,0.21213203435596462,answer,0.14142135623730973,changes,0.14142135623730973,assistant,0.14142135623730973,mirror,0.14142135623730973,leaves,0.14142135623730973,maintenance,0.14142135623730973,millennium,0.14142135623730973
Chandler,S10,anger,watched,0.24077170617153837,interview,0.1805787796286538,knock,0.12038585308576918,social,0.12038585308576918,shovely,0.12038585308576918,marry,0.12038585308576918,rose,0.12038585308576918,sauce,0.12038585308576918,places,0.12038585308576918,shovel,0.12038585308576918
Joey,S10,anger,quack,0.48507125007266544,tweet,0.4365641250653989,bert,0.29104275004359925,whoo,0.19402850002906616,audition,0.09701425001453308,pooh,0.09701425001453308,snow,0.09701425001453308,alicia,0.09701425001453308,mah,0.09701425001453308,danger,0.09701425001453308
Ross,S10,anger,best,0.19127301391900153,questions,0.19127301391900153,met,0.19127301391900153,grant,0.19127301391900153,christmas,0.12751534261266767,bridge,0.12751534261266767,voice,0.12751534261266767,underdog,0.12751534261266767,mississipi,0.12751534261266767,adrienne,0.12751534261266767
Rachel,S10,anger,shoe,0.33186165579998606,hat,0.19911699347999162,gucci,0.19911699347999162,letting,0.1327446623199944,started,0.1327446623199944,pee,0.1327446623199944,mmh,0.1327446623199944,nap,0.1327446623199944,pierced,0.1327446623199944,hmm,0.1327446623199944
Phoebe,S10,anger,appelle,0.23904572186687867,lorkins,0.179284291400159,proposing,0.179284291400159,bunch,0.179284291400159,buffay,0.179284291400159,bile,0.179284291400159,toll,0.11952286093343933,planning,0.11952286093343933,uhuh,0.11952286093343933,pies,0.11952286093343933
Monica,S10,anger,boy,0.21764287503300392,smoke,0.21764287503300392,clearly,0.1450952500220026,leaving,0.1450952500220026,harsh,0.1450952500220026,opportunity,0.1450952500220026,scrappy,0.1450952500220026,smaller,0.1450952500220026,backed,0.0725476250110013,1800,0.0725476250110013
Chandler,S03,anger,chloe,0.2499999999999997,world,0.19999999999999976,ahhhh,0.1499999999999998,borrow,0.1499999999999998,touching,0.1499999999999998,eww,0.1499999999999998,smallest,0.1499999999999998,shorts,0.1499999999999998,seeing,0.1499999999999998,words,0.09999999999999988
Joey,S03,anger,sweater,0.21107926341908784,wire,0.14071950894605856,script,0.14071950894605856,teeth,0.14071950894605856,director,0.14071950894605856,agent,0.14071950894605856,brutal,0.14071950894605856,underneath,0.07035975447302928,poke,0.07035975447302928,satan,0.07035975447302928
Ross,S03,anger,juice,0.23693955110363696,seven,0.17770466332772772,isabella,0.17770466332772772,tommy,0.17770466332772772,screamed,0.17770466332772772,717,0.11846977555181848,cheater,0.11846977555181848,backhand,0.11846977555181848,haa,0.11846977555181848,letter,0.11846977555181848
Rachel,S03,anger,watched,0.23354968324845715,unless,0.15569978883230476,uhh,0.15569978883230476,lunch,0.15569978883230476,park,0.15569978883230476,shorter,0.15569978883230476,ranger,0.15569978883230476,allergic,0.07784989441615238,apologise,0.07784989441615238,awww,0.07784989441615238
Phoebe,S03,anger,vince,0.2803860770460218,frank,0.2803860770460218,following,0.2803860770460218,smelly,0.22430886163681746,cat,0.22430886163681746,ursula,0.1682316462276131,jingle,0.1682316462276131,keys,0.11215443081840873,mailman,0.11215443081840873,noise,0.11215443081840873
Monica,S03,anger,involve,0.19205531989934402,floor,0.19205531989934402,weee,0.128036879932896,suggestion,0.128036879932896,points,0.128036879932896,tax,0.128036879932896,seriously,0.128036879932896,shower,0.128036879932896,pants,0.128036879932896,hoyt,0.128036879932896
Chandler,S04,anger,clint,0.21535276082326607,unfortunately,0.16151457061744956,giving,0.16151457061744956,stockings,0.16151457061744956,nick,0.16151457061744956,freedom,0.16151457061744956,fishnet,0.16151457061744956,shooting,0.10767638041163304,nipples,0.10767638041163304,screaming,0.10767638041163304
Joey,S04,anger,chick,0.16269784336399187,later,0.16269784336399187,thinking,0.16269784336399187,police,0.16269784336399187,lean,0.16269784336399187,underpants,0.10846522890932793,bernie,0.10846522890932793,effort,0.10846522890932793,course,0.10846522890932793,channel,0.10846522890932793
Ross,S04,anger,played,0.19127301391900156,hasn,0.19127301391900156,label,0.1275153426126677,las,0.1275153426126677,pet,0.1275153426126677,address,0.1275153426126677,peeve,0.1275153426126677,lightning,0.1275153426126677,male,0.1275153426126677,shout,0.1275153426126677
