character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,mot_1_filtre,score_1_filtre,mot_2_filtre,score_2_filtre,mot_3_filtre,score_3_filtre,mot_4_filtre,score_4_filtre,mot_5_filtre,score_5_filtre,mot_6_filtre,score_6_filtre,mot_7_filtre,score_7_filtre,mot_8_filtre,score_8_filtre,mot_9_filtre,score_9_filtre,mot_10_filtre,score_10_filtre
Phoebe,S01,ree,0.30698960754388394,boss,0.23876969475635418,naked,0.21253271886714484,minsk,0.2046597383625893,sweet,0.2046597383625893,means,0.2046597383625893,dollars,0.1957945653480435,head,0.1957945653480435,ugly,0.17054978196882442,boyfriend,0.17054978196882442,boss,0.2655743248024703,naked,0.23639194818744122,means,0.22763513554497453,sweet,0.22763513554497453,head,0.21777474543140704,dollars,0.21777474543140704,world,0.18969594628747877,oooh,0.18969594628747877,ugly,0.18969594628747877,boyfriend,0.18969594628747877
Monica,S01,rach,0.2503338294182716,aunt,0.22947267696674897,potatoes,0.22895987408207405,wow,0.20861152451522633,paul,0.17807990206383537,wendy,0.17807990206383537,change,0.16688921961218106,alan,0.16688921961218106,minutes,0.15263991605471605,win,0.1271999300455967,aunt,0.2554465119103745,potatoes,0.25487566526353483,wow,0.23222410173670405,change,0.18577928138936323,minutes,0.1699171101756899,poker,0.1415975918130749,unless,0.1415975918130749,win,0.1415975918130749,won,0.13933446104202243,wouldn,0.13933446104202243
Chandler,S06,ring,0.4515652674044963,joke,0.2033292945851811,joe,0.18355991456160956,couldn,0.15052175580149876,marry,0.15052175580149876,game,0.15052175580149876,perfect,0.15052175580149876,flowers,0.14684793164928767,bring,0.14684793164928767,moved,0.14684793164928767,ring,0.4613860712312305,joke,0.20775137320479423,couldn,0.15379535707707684,game,0.15379535707707684,marry,0.15379535707707684,perfect,0.15379535707707684,flowers,0.15004163327602832,moved,0.15004163327602832,bring,0.15004163327602832,heart,0.13841582136936914
Joey,S06,fridge,0.2139306550564744,porsche,0.2139306550564744,thursday,0.20466389704454568,dude,0.17827554588039535,home,0.16044799129235582,doin,0.16044799129235582,robot,0.16044799129235582,audition,0.1461884978889612,wayne,0.1426204367043163,pay,0.1426204367043163,fridge,0.21614015747619747,porsche,0.21614015747619747,thursday,0.20677769123467937,dude,0.18011679789683122,doin,0.1621051181071481,robot,0.1621051181071481,home,0.1621051181071481,audition,0.14769835088191385,boat,0.144093438317465,uhh,0.144093438317465
Ross,S06,elizabeth,0.3002852582490721,hmm,0.24946945747904486,joke,0.18017238595708795,means,0.16015213773283843,break,0.1524535573483052,hello,0.1477429244426441,unagi,0.14013312051623364,try,0.14013312051623364,spring,0.14013312051623364,ben,0.14013312051623364,hmm,0.2665629897471838,joke,0.19251771481741048,means,0.17112568841039044,break,0.1628996048455012,hello,0.15786620154385672,try,0.14973497735909164,spring,0.14973497735909164,unagi,0.14973497735909164,matter,0.1403255124834282,hot,0.1403255124834282
Rachel,S06,ralph,0.2369236014336853,honey,0.2286024961905595,ugh,0.22000048704556494,copy,0.20637584345589938,jill,0.18615425826932416,lauren,0.18615425826932416,paul,0.18573825911030942,apartment,0.17145187214291963,boss,0.16510067476471948,run,0.1523080294930834,ralph,0.2433297586363281,honey,0.23478365973294799,ugh,0.22594906159087613,copy,0.2119560224165697,lauren,0.1911876674999721,jill,0.1911876674999721,apartment,0.176087744799711,boss,0.16956481793325576,run,0.15642627340906806,away,0.1467397873330925
Phoebe,S06,ring,0.28771473002449677,making,0.24290688531100693,running,0.21591723138756172,smell,0.1889275774641165,sleep,0.1889275774641165,won,0.18685272688956192,leslie,0.1619379235406713,ass,0.1619379235406713,deep,0.1619379235406713,denise,0.1619379235406713,ring,0.29274349450723997,making,0.24715248482327992,running,0.21969109762069328,smell,0.1922297104181066,sleep,0.1922297104181066,won,0.19011859498191136,ass,0.16476832321551996,denise,0.16476832321551996,deep,0.16476832321551996,run,0.15763111242697533
Monica,S06,sick,0.2587316303129398,tonight,0.20163601906279308,sweetie,0.16989585525983733,mom,0.16989585525983733,sit,0.16989585525983733,guest,0.16989585525983733,high,0.16989585525983733,coming,0.15921946480796292,aren,0.15921946480796292,dad,0.15122701429709481,sick,0.2587316303129398,tonight,0.20163601906279308,sweetie,0.16989585525983733,high,0.16989585525983733,mom,0.16989585525983733,sit,0.16989585525983733,guest,0.16989585525983733,aren,0.15921946480796292,coming,0.15921946480796292,dad,0.15122701429709481
Chandler,S10,joe,0.3145682341112122,wife,0.2516545872889698,year,0.2321554067389475,hell,0.18874094046672732,ago,0.18874094046672732,girl,0.17422359694788156,years,0.17422359694788156,adopted,0.1572841170556061,doctor,0.1572841170556061,letter,0.1572841170556061,wife,0.2698979442301627,year,0.24898519711389167,hell,0.20242345817262203,ago,0.20242345817262203,girl,0.18685369958554585,years,0.18685369958554585,knows,0.16868621514385168,adopted,0.16868621514385168,letter,0.16868621514385168,doctor,0.16868621514385168
Joey,S10,dude,0.27024701221586406,quack,0.253510598255787,tweet,0.2281595384302083,lying,0.2028084786046296,food,0.19305939003606357,friends,0.15795768275677927,smart,0.1521063589534722,whoo,0.1521063589534722,bert,0.1521063589534722,hand,0.1521063589534722,dude,0.271718791105571,quack,0.2548912297890297,tweet,0.22940210681012674,lying,0.20391298383122378,food,0.19411080123348992,friends,0.1588179282819463,smart,0.15293473787341783,hand,0.15293473787341783,pass,0.15293473787341783,table,0.15293473787341783
Ross,S10,ask,0.2872502110586278,sister,0.21543765829397085,goodbye,0.198866889468642,aren,0.17666196167948067,green,0.16756262311753287,charlie,0.16572240789053502,life,0.1436251055293139,boyfriend,0.1436251055293139,best,0.1436251055293139,looks,0.1436251055293139,ask,0.2913697616215382,sister,0.21852732121615365,goodbye,0.20171890549827542,aren,0.17919552947391135,charlie,0.1680990879152295,best,0.1456848808107691,boyfriend,0.1456848808107691,looks,0.1456848808107691,life,0.1456848808107691,thanks,0.13937430070193105
Rachel,S10,plane,0.2195003616891573,today,0.2190113403206359,wanted,0.19954578335377934,amy,0.1946754168446099,birthday,0.18531728796361505,cake,0.17959120501840142,happened,0.17959120501840142,paris,0.17959120501840142,miss,0.17034098973903367,job,0.1516232356065941,plane,0.22546778121991237,today,0.2249654651322251,wanted,0.20497071019992033,birthday,0.19035539357342127,paris,0.1844736391799283,happened,0.1844736391799283,cake,0.1844736391799283,miss,0.17497194406291017,job,0.15574532201461738,true,0.149975952053923
Phoebe,S10,hannigan,0.22682281241533425,bam,0.22682281241533425,buffay,0.22682281241533425,anniversary,0.19846996086341748,friend,0.19629031341407938,frank,0.1701171093115007,friends,0.1570322507312635,crap,0.14176425775958393,matter,0.14176425775958393,city,0.14176425775958393,hannigan,0.2376492327836878,bam,0.2376492327836878,anniversary,0.20794307868572684,friend,0.20565939505373998,friends,0.16452751604299198,crap,0.14853077048980487,city,0.14853077048980487,claude,0.14853077048980487,matter,0.14853077048980487,appelle,0.14853077048980487
Monica,S10,erica,0.2785307867818727,adoption,0.2537769217769722,glad,0.216635056385901,hour,0.216635056385901,amanda,0.216635056385901,honey,0.1928303237251908,flock,0.18568719118791513,moving,0.18568719118791513,couple,0.17764384524388055,hear,0.17140473220016958,adoption,0.26572171638494774,hour,0.2268316543873966,amanda,0.2268316543873966,glad,0.2268316543873966,honey,0.20190647846360735,flock,0.19442713233205425,moving,0.19442713233205425,couple,0.18600520146946342,hear,0.1794724253009843,care,0.1794724253009843
