character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,mot_1_filtre,score_1_filtre,mot_2_filtre,score_2_filtre,mot_3_filtre,score_3_filtre,mot_4_filtre,score_4_filtre,mot_5_filtre,score_5_filtre,mot_6_filtre,score_6_filtre,mot_7_filtre,score_7_filtre,mot_8_filtre,score_8_filtre,mot_9_filtre,score_9_filtre,mot_10_filtre,score_10_filtre
Monica,S08,honey,0.2965463852347607,boots,0.22183986075789586,bath,0.20289877202591697,year,0.20289877202591697,chef,0.20289877202591697,number,0.20289877202591697,present,0.1803544640230373,school,0.16637989556842187,mrs,0.15781015602015763,toast,0.15781015602015763,honey,0.29712599072976986,boots,0.2222734509438142,year,0.20329534149717773,chef,0.20329534149717773,number,0.20329534149717773,bath,0.20329534149717773,present,0.18070697021971355,school,0.16670508820786065,toast,0.15811859894224936,mrs,0.15811859894224936
Chandler,S04,kathy,0.43718381984738774,yemen,0.16839558005608407,cool,0.16030073394404218,free,0.14734613254907356,tomorrow,0.14734613254907356,second,0.14734613254907356,gym,0.14734613254907356,friend,0.13115514595421632,giving,0.12629668504206307,naked,0.12629668504206307,yemen,0.18911072139294421,cool,0.1800200897546122,free,0.1654718812188262,gym,0.1654718812188262,tomorrow,0.1654718812188262,second,0.1654718812188262,friend,0.1472891643446827,sex,0.14183304104470817,naked,0.14183304104470817,birthday,0.14183304104470817
Joey,S04,dude,0.29727080698249275,baby,0.20580427250713332,duck,0.20580286637249498,later,0.18293588121999554,kathy,0.17414207673680515,room,0.16876129447626137,mad,0.16006889606749608,lady,0.16006889606749608,lose,0.16006889606749608,friend,0.15831097885164103,dude,0.30188342340907276,baby,0.2089976441592736,duck,0.20899621620628117,later,0.18577441440558326,room,0.17137988702146867,mad,0.16255261260488535,lose,0.16255261260488535,lady,0.16255261260488535,friend,0.16076741858405663,ring,0.16076741858405663
Ross,S04,correct,0.4029183041591816,susan,0.2014591520795908,seconds,0.2014591520795908,ladies,0.18131323687163173,cat,0.16736720832228605,questions,0.1651993866183856,lives,0.16116732166367265,gentlemen,0.14102140645571357,break,0.13947267360190505,date,0.1321595092947085,correct,0.4157016668245571,seconds,0.20785083341227856,ladies,0.1870657500710507,cat,0.17267725678667642,questions,0.17044065674545855,lives,0.16628066672982286,gentlemen,0.145495583388595,break,0.14389771398889703,date,0.13635252539636686,dad,0.12950794259000734
Rachel,S04,joshua,0.5681940951232023,honey,0.31960917850680126,joanna,0.19531672019860077,ooh,0.17209842580841708,hate,0.14204852378080057,looking,0.13104204922412807,hand,0.13104204922412807,assistant,0.12429245830820049,soo,0.12429245830820049,care,0.11063470230541099,honey,0.40231070106487954,ooh,0.2166303191373244,hate,0.17880475602883533,hand,0.16495026500378038,looking,0.16495026500378038,assistant,0.15645416152523092,soo,0.15645416152523092,care,0.1392623480168514,feelings,0.1341035670216265,hmm,0.1341035670216265
Phoebe,S04,ooh,0.4832943875064186,pregnant,0.32965225273091153,baby,0.26849688194801036,babies,0.21330439882588392,yay,0.19391308984171265,frank,0.19391308984171265,eat,0.17491265839894968,money,0.15901150763540878,alice,0.13573916288919885,meat,0.13573916288919885,ooh,0.4990228889760718,pregnant,0.3403805708649262,baby,0.27723493832003987,babies,0.2202462517361287,yay,0.20022386521466246,eat,0.1806050770899329,money,0.1641864337181208,doctor,0.14015670565026372,meat,0.14015670565026372,uterus,0.14015670565026372
Monica,S04,chip,0.24370312078227443,minute,0.22445554935811196,couldn,0.22154829162024947,high,0.22154829162024947,use,0.205750920244936,matthews,0.18912329108291626,switch,0.16210567807107107,hand,0.15508380413417464,money,0.15508380413417464,school,0.15508380413417464,chip,0.25208790931191594,minute,0.23217811076656303,couldn,0.2291708266471963,high,0.2291708266471963,use,0.21282993486934945,switch,0.16768304542573212,money,0.1604195786530374,school,0.1604195786530374,hand,0.1604195786530374,problem,0.1547854071777087
Chandler,S03,janice,0.3469904674325041,chick,0.26024285057437807,joe,0.23273344852407754,mary,0.21157586229461595,angela,0.21157586229461595,somebody,0.19041957708558457,anybody,0.16926068983569276,comes,0.14810310360623116,parents,0.14810310360623116,sitting,0.14810310360623116,chick,0.2976287899406225,mary,0.24197040470624964,somebody,0.21777485215790757,anybody,0.1935763237649997,parents,0.16937928329437474,run,0.16937928329437474,sitting,0.16937928329437474,comes,0.16937928329437474,stop,0.15873535463499866,took,0.15873535463499866
Joey,S03,kate,0.26379506712134937,janice,0.1966506624365945,acting,0.19185095790643591,audition,0.1678695881681314,open,0.1678695881681314,couldn,0.1678695881681314,saw,0.1573205299492756,jam,0.14388821842982694,blank,0.14388821842982694,soap,0.14388821842982694,acting,0.20482091762512553,couldn,0.17921830292198485,open,0.17921830292198485,audition,0.17921830292198485,saw,0.1679560824564469,jam,0.15361568821884414,blank,0.15361568821884414,soap,0.15361568821884414,agent,0.15361568821884414,actor,0.15361568821884414
Ross,S03,mark,0.29301743323882984,minutes,0.23226586462925128,trying,0.19653265468628955,sweetie,0.19653265468628955,girlfriend,0.16115958828135643,break,0.14843127082617988,ben,0.14650871661941492,mon,0.14650871661941492,barbi,0.14293283977184695,boxes,0.14293283977184695,minutes,0.2491964064150071,trying,0.21085849773577522,sweetie,0.21085849773577522,girlfriend,0.1729069845159604,break,0.1592508625774121,mon,0.15718816774178218,barbi,0.15335163471692745,boxes,0.15335163471692745,anymore,0.14146935096760396,close,0.14146935096760396
Rachel,S03,honey,0.5695849374733473,mark,0.30799187758286634,blah,0.23251013707324397,job,0.1857342187413089,break,0.1733519374918883,stop,0.16132907873388236,funny,0.12382281249420593,mon,0.11733023907918717,somebody,0.11144053124478534,everybody,0.11144053124478534,honey,0.6003876343894698,blah,0.24508409893740996,job,0.19577857643134888,break,0.1827266713359256,stop,0.17005362601218812,funny,0.13051905095423258,mon,0.12367536437250046,somebody,0.11746714585880932,everybody,0.11746714585880932,ohh,0.11746714585880932
Phoebe,S03,frank,0.32238041626249997,vince,0.23027172590178568,ooh,0.2265913311866012,house,0.20770872025438444,best,0.18882610932216767,jason,0.18421738072142854,isn,0.1753619740200962,knock,0.16119020813124998,fault,0.16119020813124998,ask,0.14347797874371504,ooh,0.25536066636259663,house,0.23408061083238024,best,0.21280055530216385,isn,0.19762693614944474,fault,0.1816558415715579,knock,0.1816558415715579,ask,0.16169476594045476,cat,0.15570500706133533,dead,0.15570500706133533,father,0.14896038871151468
Monica,S03,pete,0.4989195303356155,richard,0.24945976516780774,game,0.20410483875165392,message,0.20410344422820634,michelle,0.20410344422820634,honey,0.18840446653998824,bang,0.15874712328860494,ben,0.1487713280065546,running,0.13606896281880423,start,0.13606896281880423,richard,0.3009061556723837,game,0.24619762766784486,message,0.2461959455501321,honey,0.2272593486164722,bang,0.19148573542788053,running,0.16413063036675474,start,0.16413063036675474,hat,0.1570210422922802,isn,0.15150623241098146,breezy,0.13677552530562895
Chandler,S01,janice,0.43322101051057815,gum,0.20520995234711598,years,0.16827509649369787,nina,0.15960774071442355,brian,0.15960774071442355,women,0.14957786354995367,jill,0.13680663489807732,care,0.13088063060620947,saying,0.13088063060620947,looking,0.12628391041889722,gum,0.23518003754763597,years,0.19285099508613635,women,0.1714231067432323,jill,0.156786691698424,saying,0.14999521840032826,care,0.14999521840032826,looking,0.1447271657845397,danielle,0.13065557641535333,clock,0.13065557641535333,end,0.13065557641535333
Joey,S01,push,0.2600137817512817,baby,0.225013463894819,angela,0.19501033631346126,whoa,0.18656314301166618,order,0.16250861359455104,seven,0.16250861359455104,ursula,0.16250861359455104,stalin,0.16250861359455104,dead,0.16250861359455104,heh,0.16250861359455104,push,0.2739185628556105,baby,0.23704652975737045,whoa,0.19653999750084183,hot,0.17119910178475656,order,0.17119910178475656,seven,0.17119910178475656,dead,0.17119910178475656,heh,0.17119910178475656,actor,0.17119910178475656,stalin,0.17119910178475656
Ross,S01,carol,0.45862644452974966,susan,0.29609512151201023,baby,0.2733204411346916,boy,0.1594369239952368,kinda,0.1366602205673458,pheebs,0.1366602205673458,funny,0.1366602205673458,lesbian,0.13159783178311565,ben,0.1214011176696396,blah,0.11514810281022621,baby,0.3403358676946073,boy,0.19852925615518757,funny,0.17016793384730364,kinda,0.17016793384730364,lesbian,0.1638642981867737,mere,0.14338126091342698,blah,0.14338126091342698,laundry,0.13437106862443535,whoa,0.13437106862443535,bring,0.13437106862443535
Rachel,S01,barry,0.32497511624049635,mindy,0.27020741161053724,pheebs,0.2369527337499433,coffee,0.1981521018477273,kitty,0.1981521018477273,guess,0.18013827440702482,wow,0.17725915431299802,paolo,0.17459675118416876,excuse,0.16212555467101383,shoop,0.16212444696632233,kitty,0.2328621746947493,coffee,0.2328621746947493,guess,0.2116928860861357,wow,0.2083094338792162,excuse,0.19052489921755403,shoop,0.19052359747752215,kinda,0.17586913773928067,cat,0.16935430886890857,tomorrow,0.15623207540941214,shoe,0.148185020260295
