character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,mot_1_filtre,score_1_filtre,mot_2_filtre,score_2_filtre,mot_3_filtre,score_3_filtre,mot_4_filtre,score_4_filtre,mot_5_filtre,score_5_filtre,mot_6_filtre,score_6_filtre,mot_7_filtre,score_7_filtre,mot_8_filtre,score_8_filtre,mot_9_filtre,score_9_filtre,mot_10_filtre,score_10_filtre
Ross,S08,ezel,0.20906050250177233,lesabre,0.16724840200141786,spud,0.1254363015010634,color,0.1254363015010634,emotional,0.1254363015010634,dying,0.1254363015010634,wha,0.1254363015010634,clickclocken,0.1254363015010634,far,0.1254363015010634,professor,0.1254363015010634,ezel,0.20906050250177233,lesabre,0.16724840200141786,professor,0.1254363015010634,spud,0.1254363015010634,wha,0.1254363015010634,salmon,0.1254363015010634,far,0.1254363015010634,emotional,0.1254363015010634,dying,0.1254363015010634,color,0.1254363015010634
Rachel,S08,contraction,0.18033392693348602,rub,0.13525044520011453,chinese,0.13525044520011453,centimeters,0.13525044520011453,cash,0.13525044520011453,marketing,0.09016696346674301,panicked,0.09016696346674301,wienie,0.09016696346674301,mild,0.09016696346674301,puzzle,0.09016696346674301,contraction,0.18070158058104982,chinese,0.13552618543578737,centimeters,0.13552618543578737,cash,0.13552618543578737,rub,0.13552618543578737,wienie,0.09035079029052491,weekend,0.09035079029052491,disrupt,0.09035079029052491,truly,0.09035079029052491,crossword,0.09035079029052491
Phoebe,S08,ursula,0.28442727788398586,mate,0.18961818525599058,concert,0.18961818525599058,treats,0.14221363894199293,guitar,0.14221363894199293,eric,0.14221363894199293,bus,0.14221363894199293,wrap,0.14221363894199293,sweaty,0.09480909262799529,marrying,0.09480909262799529,mate,0.19876159799998105,concert,0.19876159799998105,wrap,0.1490711984999858,treats,0.1490711984999858,guitar,0.1490711984999858,eric,0.1490711984999858,bus,0.1490711984999858,winter,0.09938079899999053,regina,0.09938079899999053,spade,0.09938079899999053
Monica,S08,calamari,0.15491933384829645,caesar,0.15491933384829645,stevens,0.1032795558988643,team,0.1032795558988643,supergirl,0.1032795558988643,mahi,0.1032795558988643,smells,0.1032795558988643,given,0.1032795558988643,vermont,0.1032795558988643,outfit,0.1032795558988643,calamari,0.15491933384829645,caesar,0.15491933384829645,spoke,0.1032795558988643,outfit,0.1032795558988643,vermont,0.1032795558988643,mahi,0.1032795558988643,overweight,0.1032795558988643,pounds,0.1032795558988643,smells,0.1032795558988643,lit,0.1032795558988643
Chandler,S04,nick,0.2079725827019254,confused,0.1663780661615403,toast,0.1663780661615403,fishnet,0.12478354962115523,unfortunately,0.12478354962115523,stockings,0.12478354962115523,announcement,0.12478354962115523,print,0.08318903308077015,pretending,0.08318903308077015,position,0.08318903308077015,nick,0.2079725827019254,toast,0.1663780661615403,confused,0.1663780661615403,announcement,0.12478354962115523,unfortunately,0.12478354962115523,fishnet,0.12478354962115523,stockings,0.12478354962115523,uhl,0.08318903308077015,fetch,0.08318903308077015,buck,0.08318903308077015
Joey,S04,abbey,0.17102764992360484,heston,0.17102764992360484,pee,0.12827073744270362,transmission,0.12827073744270362,lean,0.12827073744270362,police,0.12827073744270362,westminster,0.12827073744270362,pal,0.12827073744270362,climb,0.12827073744270362,charlton,0.12827073744270362,heston,0.17165643016914953,abbey,0.17165643016914953,charlton,0.12874232262686214,transmission,0.12874232262686214,westminster,0.12874232262686214,climb,0.12874232262686214,lean,0.12874232262686214,pal,0.12874232262686214,police,0.12874232262686214,pee,0.12874232262686214
Ross,S04,gentlemen,0.2929408827230805,challenge,0.16739479012747457,begins,0.16739479012747457,categories,0.16739479012747457,luckily,0.12554609259560592,necklace,0.12554609259560592,played,0.12554609259560592,postpone,0.08369739506373729,profession,0.08369739506373729,whoo,0.08369739506373729,gentlemen,0.2931977358041863,categories,0.16754156331667788,challenge,0.16754156331667788,begins,0.16754156331667788,necklace,0.1256561724875084,played,0.1256561724875084,luckily,0.1256561724875084,julio,0.08377078165833894,favor,0.08377078165833894,sunday,0.08377078165833894
Rachel,S04,assistant,0.28295822920905467,buyer,0.20211302086361047,bloomingdale,0.20211302086361047,walls,0.16169041669088838,greep,0.16169041669088838,report,0.12126781251816628,memories,0.12126781251816628,suit,0.12126781251816628,finished,0.12126781251816628,coat,0.12126781251816628,assistant,0.2838874869788339,buyer,0.20277677641345282,bloomingdale,0.20277677641345282,walls,0.16222142113076227,greep,0.16222142113076227,report,0.12166606584807169,memories,0.12166606584807169,suit,0.12166606584807169,finished,0.12166606584807169,coat,0.12166606584807169
Phoebe,S04,uterus,0.2649539074365623,smelly,0.2271033492313391,rick,0.18925279102611592,platting,0.18925279102611592,percent,0.15140223282089274,massage,0.15140223282089274,pulled,0.15140223282089274,sticky,0.15140223282089274,whore,0.15140223282089274,kicking,0.11355167461566955,uterus,0.2659080117391549,smelly,0.22792115291927562,platting,0.18993429409939636,rick,0.18993429409939636,pulled,0.1519474352795171,massage,0.1519474352795171,sticky,0.1519474352795171,percent,0.1519474352795171,whore,0.1519474352795171,news,0.11396057645963781
Monica,S04,sauce,0.2359645890915039,specials,0.14157875345490234,marinara,0.14157875345490234,partners,0.14157875345490234,swordfish,0.14157875345490234,salmon,0.14157875345490234,drops,0.14157875345490234,motorcycle,0.14157875345490234,bags,0.14157875345490234,chinadolor,0.09438583563660155,sauce,0.23755716907278948,specials,0.14253430144367368,bags,0.14253430144367368,marinara,0.14253430144367368,drops,0.14253430144367368,motorcycle,0.14253430144367368,partners,0.14253430144367368,swordfish,0.14253430144367368,salmon,0.14253430144367368,wire,0.0950228676291158
Chandler,S03,touching,0.12609940551275925,beers,0.12609940551275925,dull,0.12609940551275925,smallest,0.12609940551275925,shorts,0.12609940551275925,yasmine,0.12609940551275925,drawer,0.0840662703418395,entire,0.0840662703418395,alien,0.0840662703418395,fully,0.0840662703418395,shorts,0.1266600992762244,smallest,0.1266600992762244,dull,0.1266600992762244,beers,0.1266600992762244,yasmine,0.1266600992762244,touching,0.1266600992762244,barely,0.0844400661841496,sample,0.0844400661841496,nubbin,0.0844400661841496,powers,0.0844400661841496
Joey,S03,soap,0.23267002029884398,blank,0.23267002029884398,agent,0.23267002029884398,ugly,0.15511334686589598,card,0.15511334686589598,lauren,0.15511334686589598,sweater,0.15511334686589598,director,0.11633501014942199,wire,0.11633501014942199,operas,0.11633501014942199,soap,0.23267002029884398,blank,0.23267002029884398,agent,0.23267002029884398,sweater,0.15511334686589598,ugly,0.15511334686589598,lauren,0.15511334686589598,card,0.15511334686589598,opera,0.11633501014942199,operas,0.11633501014942199,poke,0.11633501014942199
Ross,S03,spacecamp,0.1620881796946212,rough,0.1215661347709659,losing,0.1215661347709659,screamed,0.1215661347709659,option,0.1215661347709659,upset,0.1215661347709659,haa,0.1215661347709659,dialing,0.1215661347709659,letter,0.0810440898473106,silvia,0.0810440898473106,spacecamp,0.16222142113076218,screamed,0.12166606584807163,upset,0.12166606584807163,rough,0.12166606584807163,losing,0.12166606584807163,option,0.12166606584807163,haa,0.12166606584807163,dialing,0.12166606584807163,scrud,0.08111071056538109,letting,0.08111071056538109
Rachel,S03,blah,0.5578833980497357,ranger,0.12874232262686208,lingerie,0.12874232262686208,barry,0.12874232262686208,serving,0.08582821508457472,margaritas,0.08582821508457472,lame,0.08582821508457472,shave,0.08582821508457472,summer,0.08582821508457472,038,0.08582821508457472,blah,0.5625650191302889,ranger,0.12982269672237437,lingerie,0.12982269672237437,uhh,0.0865484644815829,shave,0.0865484644815829,serving,0.0865484644815829,margaritas,0.0865484644815829,summer,0.0865484644815829,theme,0.0865484644815829,shorter,0.0865484644815829
Phoebe,S03,sergei,0.19733425949096423,following,0.19733425949096423,smelly,0.19733425949096423,boutros,0.15786740759277137,jingle,0.15786740759277137,ursula,0.15786740759277137,translator,0.11840055569457854,leslie,0.11840055569457854,buffay,0.11840055569457854,ick,0.11840055569457854,smelly,0.20725666807241916,following,0.20725666807241916,jingle,0.16580533445793533,boutros,0.16580533445793533,ick,0.1243540008434515,translator,0.1243540008434515,annie,0.1243540008434515,waxine,0.1243540008434515,alice,0.08290266722896766,ameri,0.08290266722896766
Monica,S03,involve,0.19425717247145244,wedgies,0.14569287935358935,brave,0.14569287935358935,bowl,0.14569287935358935,hummina,0.14569287935358935,outgoing,0.14569287935358935,burners,0.09712858623572622,squishing,0.09712858623572622,dump,0.09712858623572622,carpet,0.09712858623572622,involve,0.1944866553305257,outgoing,0.14586499149789428,wedgies,0.14586499149789428,hummina,0.14586499149789428,brave,0.14586499149789428,bowl,0.14586499149789428,waxing,0.09724332766526285,racquetball,0.09724332766526285,weee,0.09724332766526285,places,0.09724332766526285
Chandler,S01,nina,0.23490461932490828,numbers,0.16778901380350592,perfection,0.13423121104280472,smoking,0.13423121104280472,balled,0.10067340828210354,tests,0.10067340828210354,thirty,0.10067340828210354,trppd,0.10067340828210354,wth,0.10067340828210354,boom,0.10067340828210354,numbers,0.17261916993993112,smoking,0.1380953359519449,perfection,0.1380953359519449,boom,0.10357150196395867,aurora,0.10357150196395867,tests,0.10357150196395867,thirty,0.10357150196395867,balled,0.10357150196395867,vstbl,0.10357150196395867,wth,0.10357150196395867
Joey,S01,push,0.370592843689663,mississippi,0.13897231638362365,ninety,0.13897231638362365,sidney,0.13897231638362365,hockey,0.13897231638362365,aramis,0.13897231638362365,agent,0.13897231638362365,mommy,0.09264821092241575,robe,0.09264821092241575,woowoo,0.09264821092241575,push,0.37099111660813405,hockey,0.13912166872805026,agent,0.13912166872805026,mississippi,0.13912166872805026,ninety,0.13912166872805026,sidney,0.13912166872805026,aramis,0.13912166872805026,helping,0.09274777915203351,cream,0.09274777915203351,usually,0.09274777915203351
