character,season,mot_1,score_1,mot_2,score_2,mot_3,score_3,mot_4,score_4,mot_5,score_5,mot_6,score_6,mot_7,score_7,mot_8,score_8,mot_9,score_9,mot_10,score_10,mot_1_filtre,score_1_filtre,mot_2_filtre,score_2_filtre,mot_3_filtre,score_3_filtre,mot_4_filtre,score_4_filtre,mot_5_filtre,score_5_filtre,mot_6_filtre,score_6_filtre,mot_7_filtre,score_7_filtre,mot_8_filtre,score_8_filtre,mot_9_filtre,score_9_filtre,mot_10_filtre,score_10_filtre
Ross,S01,blah,0.22978625750451442,chi,0.16413304107465315,mee,0.16413304107465315,willick,0.13130643285972252,damnit,0.13130643285972252,jordie,0.13130643285972252,passed,0.13130643285972252,puck,0.13130643285972252,vet,0.0984798246447919,base,0.0984798246447919,blah,0.22978625750451442,chi,0.16413304107465315,mee,0.16413304107465315,willick,0.13130643285972252,damnit,0.13130643285972252,jordie,0.13130643285972252,passed,0.13130643285972252,puck,0.13130643285972252,grabbed,0.0984798246447919,vet,0.0984798246447919
Rachel,S01,shoop,0.37763161123350936,ooo,0.1678362716593375,mah,0.12587720374450312,weebles,0.12587720374450312,shopping,0.12587720374450312,pardon,0.12587720374450312,interview,0.12587720374450312,gravy,0.12587720374450312,central,0.12587720374450312,cart,0.12587720374450312,shoop,0.37763161123350936,ooo,0.1678362716593375,shopping,0.12587720374450312,pardon,0.12587720374450312,interview,0.12587720374450312,weebles,0.12587720374450312,central,0.12587720374450312,cart,0.12587720374450312,mah,0.12587720374450312,gravy,0.12587720374450312
Phoebe,S01,ree,0.38516444325982124,minsk,0.2567762955065475,negative,0.21398024625545625,oooh,0.21398024625545625,massage,0.171184197004365,debbie,0.12838814775327376,bird,0.12838814775327376,spasm,0.0855920985021825,scary,0.0855920985021825,thermos,0.0855920985021825,oooh,0.24140227479263354,negative,0.24140227479263354,massage,0.19312181983410684,debbie,0.14484136487558014,bird,0.14484136487558014,soda,0.09656090991705342,pigeon,0.09656090991705342,scary,0.09656090991705342,universe,0.09656090991705342,spasm,0.09656090991705342
Monica,S01,wendy,0.287941524426404,gosh,0.16453801395794515,healthy,0.12340351046845886,drop,0.12340351046845886,vegetarian,0.12340351046845886,insurance,0.12340351046845886,senior,0.12340351046845886,syl,0.12340351046845886,salmon,0.12340351046845886,wake,0.08226900697897258,gosh,0.1718147118350228,insurance,0.1288610338762671,syl,0.1288610338762671,salmon,0.1288610338762671,senior,0.1288610338762671,vegetarian,0.1288610338762671,healthy,0.1288610338762671,drop,0.1288610338762671,quietly,0.0859073559175114,onion,0.0859073559175114
Chandler,S06,bing,0.22610781582306674,mixed,0.13566468949384006,pride,0.13566468949384006,steve,0.13566468949384006,aww,0.13566468949384006,exchange,0.0904431263292267,champagne,0.0904431263292267,closer,0.0904431263292267,cable,0.0904431263292267,coulda,0.0904431263292267,mixed,0.140180794054799,steve,0.140180794054799,pride,0.140180794054799,aww,0.140180794054799,official,0.09345386270319933,willing,0.09345386270319933,puts,0.09345386270319933,proposed,0.09345386270319933,unpacked,0.09345386270319933,post,0.09345386270319933
Joey,S06,wayne,0.30611149271735194,famous,0.22958361953801396,stomach,0.15305574635867597,momma,0.15305574635867597,400,0.15305574635867597,medical,0.11479180976900698,pacino,0.11479180976900698,turned,0.11479180976900698,watering,0.11479180976900698,serve,0.11479180976900698,famous,0.24313226954193187,momma,0.16208817969462125,400,0.16208817969462125,stomach,0.16208817969462125,turned,0.12156613477096594,watering,0.12156613477096594,serve,0.12156613477096594,pacino,0.12156613477096594,medical,0.12156613477096594,panties,0.08104408984731062
Ross,S06,typing,0.2463904687059542,theories,0.2053253905882952,danger,0.2053253905882952,phasing,0.1231952343529771,actual,0.1231952343529771,threesome,0.1231952343529771,poster,0.1231952343529771,frowned,0.1231952343529771,sediment,0.1231952343529771,wha,0.1231952343529771,typing,0.2463904687059542,danger,0.2053253905882952,theories,0.2053253905882952,frowned,0.1231952343529771,flow,0.1231952343529771,threesome,0.1231952343529771,wha,0.1231952343529771,phasing,0.1231952343529771,poster,0.1231952343529771,sediment,0.1231952343529771
Rachel,S06,kim,0.22727272727272696,bob,0.18181818181818155,event,0.13636363636363616,flicks,0.13636363636363616,bid,0.13636363636363616,kappa,0.13636363636363616,raquel,0.13636363636363616,resources,0.13636363636363616,emily,0.09090909090909077,tux,0.09090909090909077,bob,0.1867040112037343,raquel,0.14002800840280075,resources,0.14002800840280075,bid,0.14002800840280075,flicks,0.14002800840280075,event,0.14002800840280075,kappa,0.14002800840280075,shared,0.09335200560186716,antique,0.09335200560186716,sooo,0.09335200560186716
Phoebe,S06,leslie,0.2560737598657917,marcia,0.21339479988815974,chester,0.21339479988815974,triplets,0.12803687993289584,tiara,0.12803687993289584,psychic,0.12803687993289584,alice,0.12803687993289584,company,0.12803687993289584,client,0.12803687993289584,cab,0.12803687993289584,chester,0.22075539284417373,marcia,0.22075539284417373,cab,0.13245323570650425,client,0.13245323570650425,company,0.13245323570650425,burned,0.13245323570650425,triplets,0.13245323570650425,tiara,0.13245323570650425,psychic,0.13245323570650425,alice,0.13245323570650425
Monica,S06,sweetie,0.37416573867739383,lounger,0.1603567451474545,significant,0.1603567451474545,mirror,0.1603567451474545,oysters,0.1603567451474545,harm,0.1603567451474545,barca,0.1603567451474545,tear,0.10690449676496966,rocking,0.10690449676496966,rolled,0.10690449676496966,sweetie,0.37470140930053214,mirror,0.16058631827165662,significant,0.16058631827165662,lounger,0.16058631827165662,oysters,0.16058631827165662,harm,0.16058631827165662,barca,0.16058631827165662,tear,0.10705754551443776,rocking,0.10705754551443776,shed,0.10705754551443776
Chandler,S10,owen,0.1883526437392041,cranberries,0.14126448280440307,places,0.14126448280440307,halls,0.09417632186960205,firm,0.09417632186960205,closet,0.09417632186960205,trade,0.09417632186960205,corn,0.09417632186960205,wiggle,0.09417632186960205,cooler,0.09417632186960205,places,0.143838990445615,cranberries,0.143838990445615,shovely,0.09589266029707666,slave,0.09589266029707666,loving,0.09589266029707666,wiggle,0.09589266029707666,melrose,0.09589266029707666,shovel,0.09589266029707666,killer,0.09589266029707666,rose,0.09589266029707666
Joey,S10,quack,0.3843312210120432,tweet,0.3458980989108389,audition,0.1921656105060216,pizza,0.11529936630361297,mae,0.11529936630361297,bleu,0.11529936630361297,warming,0.11529936630361297,blah,0.11529936630361297,speak,0.11529936630361297,snow,0.11529936630361297,quack,0.38461538461538386,tweet,0.3461538461538455,audition,0.19230769230769193,blah,0.11538461538461516,pooh,0.11538461538461516,mae,0.11538461538461516,blu,0.11538461538461516,bleu,0.11538461538461516,speak,0.11538461538461516,snow,0.11538461538461516
Ross,S10,correct,0.2171861213815342,tenure,0.2171861213815342,bottle,0.17374889710522737,grant,0.17374889710522737,field,0.13031167282892053,daughter,0.13031167282892053,margaritas,0.13031167282892053,review,0.13031167282892053,paleontology,0.13031167282892053,barely,0.08687444855261368,tenure,0.2173913043478256,correct,0.2173913043478256,bottle,0.17391304347826048,grant,0.17391304347826048,field,0.13043478260869537,paleontology,0.13043478260869537,review,0.13043478260869537,daughter,0.13043478260869537,margaritas,0.13043478260869537,soft,0.08695652173913024
Rachel,S10,gucci,0.2631578947368417,shoe,0.2631578947368417,spider,0.21052631578947337,atkins,0.10526315789473668,weirdest,0.10526315789473668,excellent,0.10526315789473668,followed,0.10526315789473668,group,0.10526315789473668,geez,0.10526315789473668,boxes,0.10526315789473668,gucci,0.2661231477061743,shoe,0.2661231477061743,spider,0.21289851816493946,excellent,0.10644925908246973,boxes,0.10644925908246973,group,0.10644925908246973,geez,0.10644925908246973,weirdest,0.10644925908246973,followed,0.10644925908246973,woken,0.10644925908246973
Phoebe,S10,bam,0.319744306790972,appelle,0.1998401917443575,bunch,0.159872153395486,uhuh,0.159872153395486,rita,0.11990411504661451,banana,0.11990411504661451,proposing,0.11990411504661451,lorkins,0.11990411504661451,hammock,0.11990411504661451,bile,0.11990411504661451,bam,0.32025630761017365,appelle,0.20016019225635853,uhuh,0.16012815380508683,bunch,0.16012815380508683,bile,0.12009611535381512,banana,0.12009611535381512,rita,0.12009611535381512,hammock,0.12009611535381512,susie,0.12009611535381512,lorkins,0.12009611535381512
Monica,S10,flock,0.28834159879932714,smoke,0.14417079939966357,whoa,0.14417079939966357,houses,0.14417079939966357,adopt,0.14417079939966357,recognize,0.09611386626644239,overwhelming,0.09611386626644239,settled,0.09611386626644239,walls,0.09611386626644239,nana,0.09611386626644239,flock,0.2900209467136986,smoke,0.1450104733568493,houses,0.1450104733568493,whoa,0.1450104733568493,adopt,0.1450104733568493,ceremony,0.0966736489045662,ordered,0.0966736489045662,picking,0.0966736489045662,chairs,0.0966736489045662,kitchen,0.0966736489045662
